RT,Area,Metabolite,Confidence,SampleID
21.9274,1.02E+03,"Butylphosphonic acid, pentyl 4-(2-phenylprop-2-yl)phenyl ester",58.84%,M11-5
8.8812,9.27E+02,"[1,2,4]Triazolo[1,5-a]pyridin-2-amine",61.10%,M11-5
8.4661,9.24E+02,"1,2,4-Triazolo[4,3-a]pyrazine-8-carboxylic acid, 2,3-dihydro-3-oxo-, methyl ester",57.10%,M11-5
24.7485,8.86E+02,"Benzene, (2-bromo-1-cyclobuten-1-yl)-",67.15%,M11-5
24.0917,8.78E+02,"4-Hexan-5-on-3,6-dimethyl-2,6-dioxo-4,5,6,7-tetrahydro-1,2,3-triazolo[4,5-d]pyrimidine",48.24%,M11-5
10.0383,8.65E+02,N-(Methylsulfinyl)phenylamine,52.46%,M11-5
26.2122,8.37E+02,"N,O-Dicarbobenzyloxy-L-tyrosine",67.39%,M11-5
22.4465,7.92E+02,"Benzoic acid, 2-methyl-, anhydride",54.74%,M11-5
25.4053,7.83E+02,"N,O-Dicarbobenzyloxy-L-tyrosine",67.69%,M11-5
24.2668,7.59E+02,"Butylphosphonic acid, hexyl 4-(2-phenylprop-2-yl)phenyl ester",59.15%,M11-5
23.0283,7.53E+02,"Butanamide, 2,2,3,3,4,4,4-heptafluoro-N-[2-[(trimethylsilyl)oxy]-2-[4-[(trimethylsilyl)oxy]phenyl]ethyl]-",53.70%,M11-5
21.3581,4.81E+02,"11,15-Dimethyltritriacontane",68.92%,M11-5
21.0704,4.62E+02,Diacetyl lycorine lactam,64.64%,M11-5
,,,,
19.3314,217232980,[5988] Sucrose [23.988],0.945,M5-4
13.7066,150109799,"L-Ascorbic acid, 2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.923,M5-4
9.5972,111876359,"DL-Malic acid, O-trimethylsilyl-, bis(trimethylsilyl) ester",0.961,M5-4
12.4561,22184900,CITRIC ACID,0.944,M5-4
12.8142,6549010,[835] dehydroascorbic acid  1 [16.863],0.8508,M5-4
11.5844,5981509,ADONITOL,0.952,M5-4
6.5774,5490915,[107689] L-(+) lactic acid [6.851],0.9513,M5-4
17.4798,5422027,"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.5524,M5-4
14.9882,4988678,[892] allo-inositol  [17.245],0.912,M5-4
25.7681,4924727,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.8675,M5-4
12.9127,4000605,D-FRUCTOSE,0.911,M5-4
13.167,3951281,[24749] D-glucose 1 [17.426],0.9236,M5-4
8.5698,3659694,[444972] fumaric acid [10.94],0.948,M5-4
8.2637,3184265,MALEIC ACID,0.942,M5-4
7.1326,2999926,OXALIC ACID,0.9379,M5-4
8.0043,2611530,[1004] phosphoric acid [9.966],0.9149,M5-4
7.2467,2579047,"Pentasiloxane, dodecamethyl-",0.965,M5-4
12.9958,2420594,D-FRUCTOSE(2),0.847,M5-4
11.766,2331394,[827] ribitol [15.66],0.6626,M5-4
13.8104,1964589,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.9283,M5-4
9.867,1746825,"L-Aspartic acid, N-(trimethylsilyl)-, bis(trimethylsilyl) ester",0.928,M5-4
13.0632,998477,[835] dehydroascorbic acid  2 [17.139],0.8234,M5-4
6.9043,993069,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",0.8294,M5-4
19.4252,916793,"6H,16H-Dibenzo[h,q][1,7,4,10,16]dioxatriazacyclooctadecine, 7,8,9,10,17,18,19,20,21,22-decahydro-8-[(4-methylphenyl)sulfonyl]-",0.592,M5-4
19.3439,881133,"2-Chlorobenzoic acid, tridec-2-ynyl ester",0.4684,M5-4
18.1554,854744,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7839,M5-4
16.3351,843718,"Octadecanoic acid, trimethylsilyl ester",0.9263,M5-4
7.9835,751370,Trimethylsilyl ether of glycerol,0.7026,M5-4
11.8802,737415,"Ribonic acid, 2,3,4,5-tetrakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.6333,M5-4
12.9906,701360,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.5067,M5-4
13.3745,681121,[441032] D (+)altrose 2 [17.46],0.8995,M5-4
14.625,643133,[985] palmitic acid [18.846],0.9376,M5-4
14.0957,616124,[604] gluconic acid 2 [18.297],0.8833,M5-4
10.0019,609490,[33032] L-glutamic acid 3 (dehydrated) [13.232],0.7897,M5-4
15.6032,596304,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.7939,M5-4
8.8241,571341,"2(3H)-Furanone, dihydro-3,4-bis[(trimethylsilyl)oxy]-, trans-",0.8994,M5-4
13.1462,570385,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.6418,M5-4
11.9995,550800,GLC-1a,0.6995,M5-4
6.4684,546259,Methyltris(trimethylsiloxy)silane,0.915,M5-4
8.3208,493798,SUCCINIC ACID,0.7295,M5-4
13.9505,479662,[6912] xylitol [15.376],0.6813,M5-4
8.3934,459715,"Cyclohexaneacetic acid, trimethylsilyl ester",0.7003,M5-4
15.6532,453051,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",0.7533,M5-4
10.1212,450392,"L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester",0.9231,M5-4
10.8892,436933,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.6386,M5-4
6.6812,424347,GLYCOLIC ACID,0.6851,M5-4
13.2863,423522,[736] gluconic acid lactone 3 [17.721],0.6552,M5-4
6.8991,416107,"Silane, diethylmethyl-",0.5952,M5-4
11.0189,345151,"Pentonic acid, 3-deoxy-2,4,5-tris-O-(trimethylsilyl)-, trimethylsilyl ester",0.7716,M5-4
19.1437,340549,Phenobarbital ditbdms,0.5518,M5-4
18.4869,331339,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8015,M5-4
20.989,316624,HELICIN,0.6796,M5-4
16.6416,312418,"Gulose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-",0.8296,M5-4
11.6415,296246,N'-(1H-Indol-3-ylmethylene)benzohydrazide ditms,0.552,M5-4
10.0019,284432,"Silane, tetramethyl-",0.796,M5-4
16.9418,270953,"á-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",0.5788,M5-4
10.7024,270489,[33032] L-glutamic acid 2 [14.398],0.8336,M5-4
13.4939,262883,[6251] D-mannitol [17.81],0.7826,M5-4
10.8061,254961,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",0.7312,M5-4
12.7259,250367,"Sorbopyranoside, methyl 1,3,4,5-tetrakis-O-(trimethylsilyl)-, L-",0.5789,M5-4
18.5995,248507,[440658] melibiose 2 [25.784],0.7833,M5-4
18.0553,247384,"à-D-Galactopyranosiduronic acid, methyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",0.7502,M5-4
20.5511,234399,[440658] melibiose 1 [25.565],0.8482,M5-4
6.5359,233834,"2-Propanol, 1,3-dibromo-",0.6462,M5-4
9.976,232955,"Heptasiloxane, hexadecamethyl-",0.548,M5-4
6.5203,230917,[8871] 2-hydroxypyridine [6.519],0.6129,M5-4
11.8024,230602,TRANS-ACONITIC ACID,0.7602,M5-4
7.7812,226575,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-",0.7167,M5-4
17.6299,217836,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7904,M5-4
13.6132,213701,12-(9-Anthryl)-11-dodecenoic acid,0.5787,M5-4
25.7431,210139,"s-(-)-2,2'-Bis[diphenylphosphino]-1,1'-binaphthyl",0.7155,M5-4
12.7623,209325,[835] dehydroascorbic acid  2 [17.139],0.546,M5-4
7.6151,208221,"Pentasiloxane, dodecamethyl-",0.9415,M5-4
18.906,207820,SUC-2b,0.8464,M5-4
18.2242,200726,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.8052,M5-4
10.3911,198885,Xylulose tetrakis(trimethylsilyl)-,0.7465,M5-4
8.6996,197839,"Nonanoic acid, trimethylsilyl ester",0.8459,M5-4
21.8147,194718,[439451] galactinol 2 [26.479],0.866,M5-4
12.5236,189308,MUCIC ACID,0.6311,M5-4
15.1403,187865,Galactose oxime hexakis(trimethylsilyl),0.7691,M5-4
15.7221,183109,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7935,M5-4
17.5298,180665,"á-D-Glucopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",0.5521,M5-4
19.0436,179797,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.7852,M5-4
6.3232,178294,"Ethene, tetramethoxy-",0.5851,M5-4
6.8576,177689,"Phosphoric acid, ethenyl dimethyl ester",0.5004,M5-4
14.267,174709,"D-Gluconic acid, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, trimethylsilyl ester",0.8713,M5-4
12.0462,174115,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8182,M5-4
17.2171,172094,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.7391,M5-4
7.5062,168153,"Pentasiloxane, dodecamethyl-",0.6854,M5-4
11.9373,167768,"2-Keto-l-gluconic acid, penta(O-trimethylsilyl)-",0.8049,M5-4
7.8071,167367,"l-Norvaline, n-propargyloxycarbonyl-, nonyl ester",0.6716,M5-4
9.3741,167027,"Phosphenodiimidic amide, tetrakis(trimethylsilyl)-",0.5979,M5-4
8.5439,165175,[66868] porphine 1 [10.77],0.8016,M5-4
6.3595,160123,"Tetrasiloxane, decamethyl-",0.7915,M5-4
20.1008,158359,D-(+)-TREHALOSE DIHYDRATE,0.8542,M5-4
18.5432,155568,"à-L-Galactofuranose, 6-deoxy-1,2,3,5-tetrakis-O-(trimethylsilyl)-",0.5281,M5-4
12.3524,148914,[835] dehydroascorbic acid  2 [17.139],0.5448,M5-4
11.1278,148117,"Xylulose, o-methyloxime, tetrakis-O-(trimethylsilyl)-",0.6723,M5-4
12.2953,145492,"D-Glucitol, 1,1-di-C-octyl-2,3,4,6-tetra-O-trimethylsilyl-",0.4973,M5-4
12.0877,143795,"Glucopyranoside, O-1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-O-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl, à-D-",0.5235,M5-4
13.5561,139575,Glucose oxime hexakis(trimethylsilyl),0.7219,M5-4
18.6871,139087,[92817] melezitose [29.884],0.8138,M5-4
8.0302,135112,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-",0.7552,M5-4
19.7505,133441,D-(+)-CELLOBIOSE,0.5865,M5-4
6.7746,129866,"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.6898,M5-4
18.8372,123911,"à-D-Glucopyranoside, 1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.6513,M5-4
17.9052,120958,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",0.5296,M5-4
13.2448,117686,D-(-)-ERYTHROSE,0.6007,M5-4
17.0106,115935,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.8084,M5-4
17.092,113598,"à-D-Mannopyranoside, methyl 2,3,4,6-tetrakis-O-(trimethylsilyl)-",0.7629,M5-4
9.4882,113462,"Arabino-Hexos-2-ulose, 3,4,5,6-tetrakis-O-(trimethylsilyl)-, bis(dimethyl acetal)",0.8368,M5-4
18.8434,109941,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.5113,M5-4
16.0911,108879,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",0.7134,M5-4
6.6397,101280,"1,3-Diaza-2-phosphatricyclo[6.3.0.0(3,7)]undecane, 2-methyl-2-oxo-",0.433,M5-4
20.8639,9.82E+04,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",62.75%,M5-4
9.1614,9.69E+04,"l-Aspartic acid, bis(trimethylsilyl) ester",80.05%,M5-4
17.2734,9.10E+04,"Pentanedioic acid, 2-[(tert-butyldimethylsilyl)oxy]-, bis(tert-butyldimethylsilyl) ester",52.52%,M5-4
8.7514,8.72E+04,"Hexasiloxane, tetradecamethyl-",92.24%,M5-4
20.7826,8.69E+04,"Estra-1,3,5(10)-trien-17-one, 3,4-bis[(trimethylsilyl)oxy]-",54.70%,M5-4
7.0236,8.63E+04,[971] oxalic acid [7.883],68.21%,M5-4
19.6879,8.36E+04,"á-L-Galactopyranose, 6-deoxy-1,2,3,4-tetrakis-O-(trimethylsilyl)-",63.53%,M5-4
6.7019,8.00E+04,"1,2-Benzenediol, O-propoxycarbonyl-O'-(2-(trifluoromethyl)benzoyl)-",79.54%,M5-4
11.4807,7.97E+04,"1,6-Anhydro-á-d-glucose, tris(trimethylsilyl) ether",73.54%,M5-4
6.4114,7.66E+04,[Chloro(phenylthio)methylenimino]sulfur pentafluoride,41.37%,M5-4
7.0807,7.35E+04,"Cyclopentasiloxane, decamethyl-",52.41%,M5-4
10.3132,7.13E+04,KETOGLUTARIC ACID,53.79%,M5-4
6.8732,7.07E+04,"Benzene, 1,1'-(1,2-ethenediyl)bis[4-methoxy-",53.67%,M5-4
6.9354,7.00E+04,"2-Ethyl-2-phenyl-1,3-benzodioxole",59.05%,M5-4
13.7429,6.95E+04,"Propionamide, N-(2,5-difluorophenyl)-3-(1,3-dioxo-1,3-dihydropyrrolo[3,4-c]pyridin-2-yl)-",82.98%,M5-4
18.4306,6.88E+04,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",63.80%,M5-4
17.1295,6.68E+04,"N,N'-Thiobismorpholine",65.02%,M5-4
11.3561,6.57E+04,"Arabinitol, pentakis-O-(trimethylsilyl)-",72.36%,M5-4
16.0223,6.43E+04,1-Iodo-2-methylundecane,74.52%,M5-4
7.2208,6.25E+04,"1,2-Ethandimine, N,N'-ditrifluoroacetyl-",68.94%,M5-4
18.2992,6.23E+04,3-(Fluorosulfonyl)benzoic acid,72.38%,M5-4
11.5118,6.19E+04,"Cyclononasiloxane, octadecamethyl-",65.96%,M5-4
12.6222,6.17E+04,"Heptasiloxane, hexadecamethyl-",64.04%,M5-4
20.3572,6.17E+04,"Sulfurous acid, pentadecyl 2-propyl ester",61.64%,M5-4
7.3401,6.12E+04,"Benz(1,4)oxathiino(2,3-c)pyridine",51.48%,M5-4
7.3765,6.11E+04,"1,1,3,3-Tetramethyl-1,3-disilaphenalane",65.06%,M5-4
12.2071,5.95E+04,"Silane, dimethyl(4-methoxyphenoxy)heptadecyloxy-",62.30%,M5-4
19.3814,5.79E+04,"Diacenaphtho[1,2-j:1',2'-l]fluoranthene",41.84%,M5-4
8.6165,5.75E+04,L-SERINE,81.10%,M5-4
9.1043,5.72E+04,"Thiazolo[4,5-f]quinoline, 2,7,9-trimethyl-",63.51%,M5-4
19.9444,5.45E+04,[10712] cellobiose 2 [24.7],71.29%,M5-4
19.8631,5.44E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",56.56%,M5-4
9.9189,5.41E+04,[1101] L- sorbose 2 [17.235],52.24%,M5-4
14.5887,5.36E+04,"Mannose, 2,3,4,5,6-pentakis-O-(trimethylsilyl)-, D-",63.66%,M5-4
11.5326,5.32E+04,"Dulcitol, hexakis(trimethylsilyl) ether",47.15%,M5-4
7.6566,5.28E+04,"1-(Isopropylamino)-3-(1-naphthyloxy)-1,2-propanediol",79.74%,M5-4
20.1571,5.26E+04,"á-d-Glucopyranoside, 2-[[4-(trimethylsilyl)oxy]phenyl]ethyl, tetrakis(trimethylsilyl) ",69.60%,M5-4
8.5387,5.20E+04,"Disiloxane, hexamethyl-",57.76%,M5-4
12.1656,5.16E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",48.78%,M5-4
20.4886,5.14E+04,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-galactopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",54.52%,M5-4
15.2466,5.13E+04,"Heptasiloxane, hexadecamethyl-",71.67%,M5-4
22.5278,4.84E+04,dl-2-Benzylaminooctanol,58.55%,M5-4
11.2731,4.82E+04,"Heptasiloxane, hexadecamethyl-",69.60%,M5-4
19.6003,4.60E+04,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, D-",66.48%,M5-4
19.494,4.50E+04,3-(Tert.-butylaminomethylene)-5-phenyl-3H-thiophen-2-one,46.82%,M5-4
16.5165,4.48E+04,"à-L-Galactopyranoside, methyl 6-deoxy-2,3,4-tris-O-(trimethylsilyl)-",70.40%,M5-4
7.7449,4.43E+04,8-Quinolinecarboxanilide,66.53%,M5-4
7.4647,4.42E+04,"4-Octenoic acid, methyl ester, (Z)-",60.13%,M5-4
20.939,4.41E+04,"Tridecane, 6-methyl-",61.07%,M5-4
11.3925,4.37E+04,"1H-1,2,3-Triazole, 4-phenyl-5-(3-phenyl-5-isoxazolyl)-",40.86%,M5-4
7.2675,4.23E+04,"Quinoline, 7-propyl-",59.74%,M5-4
7.3505,4.07E+04,"Heptanoic acid, dimethyl(isopropyl)silyl ester",61.27%,M5-4
10.4481,4.03E+04,"Silane, methylidynetris[trimethyl-",62.72%,M5-4
20.6888,3.99E+04,1-(2-Acetyl-3-chlorophenyl)-1H-pyridin-2-one,57.93%,M5-4
13.084,3.78E+04,"Silane, dimethylbis[(trimethylsilyl)methyl]-",67.49%,M5-4
13.2241,3.76E+04,"Neo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-",46.15%,M5-4
15.2529,3.74E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",71.46%,M5-4
21.308,3.73E+04,"(2-Hydroxy-3-phenyl-1,2-dihydroquinoxalin-1-yl)phenyl(3-phenyl-1-benzyl-1,2-dihydroquinoxalin-2-yl)methane",53.74%,M5-4
11.7038,3.66E+04,N'-(1H-Indol-3-ylmethylene)benzohydrazide ditms,50.03%,M5-4
20.2446,3.65E+04,MALTOSE(1),42.34%,M5-4
19.225,3.59E+04,"Glucopyranose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-d-glucopyranosyl]-1,2,3,6-tetrakis-O-(trimethylsilyl)-, d-",64.03%,M5-4
8.2066,3.58E+04,(4-Pyrrol-1-ylphenoxy)acetic acid,54.92%,M5-4
21.3206,3.48E+04,"Sulfurous acid, 2-ethylhexyl nonyl ester",65.71%,M5-4
12.3731,3.48E+04,"6,7-Bis[p-chlorophenyl]-4-[4-[diethylamino]-1-methylbutyl]aminopteridine",46.79%,M5-4
20.2822,3.47E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",43.71%,M5-4
22.6717,3.43E+04,"3-Chloro-4-phenoxy-5,6-diphenylpyridazine",46.07%,M5-4
13.333,3.39E+04,"2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-5-[(trimethylsilyl)oxy]-, trimethylsilyl ester",52.87%,M5-4
10.5415,3.37E+04,"9-Anthracenecarboxaldehyde, oxime, (Z)-",57.04%,M5-4
7.5581,3.37E+04,"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-",66.44%,M5-4
16.3601,3.35E+04,4-Trimethylsilyloxy-4-phenylbut-1-ene,60.20%,M5-4
7.2986,3.32E+04,"2-Butanone, 1-chloro-3,3-dimethyl-",44.34%,M5-4
16.554,3.31E+04,"2-O-Glycerol-à-d-galactopyranoside, hexa-TMS",65.67%,M5-4
19.0937,3.29E+04,Cyclopenta(def)phenanthrenone,54.41%,M5-4
15.8909,3.28E+04,"Butanoic acid, 2-(pentafluoropropionylamino)-, isopropyl ester, D-",58.96%,M5-4
11.076,3.26E+04,[3893] lauric acid [14.789],49.46%,M5-4
9.4467,3.23E+04,"Decanoic acid, trimethylsilyl ester",68.60%,M5-4
10.1835,3.02E+04,"Trimethyl(2,6 ditert.-butylphenoxy)silane",83.94%,M5-4
17.5611,3.01E+04,"Heptasiloxane, hexadecamethyl-",54.81%,M5-4
12.6896,3.00E+04,"Silane, dimethyldi(4-heptyloxy)-",63.87%,M5-4
12.8557,2.88E+04,1-Dimethyl(chloromethyl)silyloxypentadecane,60.28%,M5-4
16.4414,2.84E+04,"Heptasiloxane, hexadecamethyl-",58.22%,M5-4
16.1349,2.83E+04,[445639] oleic acid [20.504],58.00%,M5-4
10.1576,2.80E+04,2-Ethyl-acridone,62.65%,M5-4
7.9472,2.76E+04,"Serine, bis(trimethylsilyl)-",42.44%,M5-4
16.8543,2.74E+04,"D-Galactopyranose, 1,2,3,4-tetrakis-O-(trimethylsilyl)-, bis(trimethylsilyl) phosphate",45.00%,M5-4
7.8642,2.71E+04,á-Peltatin,46.78%,M5-4
21.4331,2.63E+04,"Arabinose, 2,3,4,5-tetrakis-O-(trimethylsilyl)-",56.81%,M5-4
9.701,2.58E+04,"2,5-Dimethyl-1-(4-chlorophenyl)pyrrole",44.53%,M5-4
22.0712,2.54E+04,"2H-1-Benzopyran, 3,4-dihydro-2-[3,4-bis[(trimethylsilyl)oxy]phenyl]-3,5,7-tris[(trimethylsilyl)oxy]-, (2R-trans)-",54.43%,M5-4
7.4283,2.54E+04,Phenyl-pentamethyl-disiloxane,61.89%,M5-4
6.6552,2.53E+04,"2'-Hydroxy-4'-methoxyacetophenone, acetate",51.97%,M5-4
9.0316,2.41E+04,RESORCINOL,68.23%,M5-4
22.3464,2.36E+04,"Oxalic acid, allyl octyl ester",61.15%,M5-4
13.1151,2.35E+04,"1-Ethanone, 2-[1-(1,3-benzothiazol-2-yl)-1H-pyrazol-5-yl]-1-phenyl-",67.55%,M5-4
18.2742,2.35E+04,"Anthracene, 9-(N,N-bis[2-(diethylamino)ethyl]amino-1-butyl)-",65.88%,M5-4
15.378,2.35E+04,8-Phenylisoquinoline,63.97%,M5-4
12.4043,2.28E+04,D-SACCHARIC  ACID,61.30%,M5-4
7.9213,2.27E+04,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",65.12%,M5-4
8.6477,2.22E+04,"4-Thiazoleethanol, 2-(p-chlorophenyl)-, acetate (ester)",46.91%,M5-4
10.7802,2.20E+04,"1,2-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",52.26%,M5-4
7.8434,2.17E+04,"Silane, trimethyl(2-phenylethoxy)-",65.07%,M5-4
22.7468,2.16E+04,"D-Glucose, 4-O-[2,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-glucopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",58.57%,M5-4
9.5661,2.14E+04,Bis(dimethylamino)trifluorophosphorane,75.88%,M5-4
11.901,2.13E+04,"2H-1-Benzopyran-2-one, 7-(4-methyl-5-phenyl-2H-1,2,3-triazol-2-yl)-3-phenyl-",60.32%,M5-4
13.4264,2.13E+04,"3,4-Dihydroisoquinolin-7-ol, 6-methoxy-1-[3-benzyloxy-4-methoxyphenyl]",57.92%,M5-4
6.8161,2.09E+04,1-á-Hydroxyethyl-5-amino-4-pyrazolecarboxylic acid ethyl ester,42.04%,M5-4
9.8151,2.07E+04,2-Benzoyl-5-methyl-pyrrole,51.63%,M5-4
16.1912,2.04E+04,"Silane, dimethylhexyloxytetradecyloxy-",64.29%,M5-4
19.9944,1.97E+04,"1H-1,5-Benzodiazepin-2-one, 8-chloro-2,3-dihydro-4-(2-phenylethenyl)-",42.05%,M5-4
15.5031,1.97E+04,"d-Glucose, 4-O-[6-deoxy-2,3,4-tris-O-(trimethylsilyl)-à-l-mannopyranosyl]-2,3,5,6-tetrakis-O-(trimethylsilyl)-",58.85%,M5-4
8.0562,1.92E+04,1-Propylpiperidine,56.45%,M5-4
12.6689,1.89E+04,"(2-Methoxy-1,3,2-thiozin)[5,10,9]androstan-17-ol-3,11-dione, acetate",67.81%,M5-4
7.0963,1.89E+04,"Phosphoric acid, (4-aminophenyl) dimethyl ester",53.12%,M5-4
6.7538,1.87E+04,N-(p-Chlorophenyl)-benzenesulfinylamide,44.26%,M5-4
9.7892,1.83E+04,"2-Hydroxy-3,5-dimethylcyclopent-2-en-1-one",42.19%,M5-4
12.1241,1.82E+04,"2,5-Cyclohexadiene-1,4-dione, 2,5-dihydroxy-3-octadecyl-",63.06%,M5-4
21.4957,1.80E+04,1-(2-Benzoylphenyl)-5-chloro-1H-pyridin-2-one,54.36%,M5-4
16.7604,1.79E+04,6-Cyanophenanthridine,70.58%,M5-4
9.6231,1.78E+04,3-Chloropyrazine 1-oxide,69.74%,M5-4
8.9901,1.78E+04,"3,8-Di-t-butyl-5,6-diphenyl-2,9-dithia-1-phosphabicyclo[4.3.0]nona-3,7-diene 1-sulfide",44.35%,M5-4
10.9878,1.75E+04,"Pyridine, 2,4,6-triphenyl-, 1-oxide",57.19%,M5-4
18.7434,1.75E+04,6-Cyanophenanthridine,77.38%,M5-4
20.0507,1.74E+04,"Propanamide, 2,2-dimethyl-N-(2'-t-butylcarbonylphenyl)-",67.11%,M5-4
8.9279,1.71E+04,"Octanamide, N,N-bis(2-ethylhexyl)-",53.97%,M5-4
8.0717,1.71E+04,Bromopropylate,40.07%,M5-4
13.4679,1.70E+04,"N,N,O-Tris-(trimethylsilyl)-4-aminomethylcyclohexane carboxylic acid",46.17%,M5-4
17.9364,1.70E+04,"1,8-Dihydroxyanthraquinone, O,O'-bis(trimethylsilyl)- ",73.24%,M5-4
6.4892,1.68E+04,Methylphosphonic acid,50.99%,M5-4
18.4431,1.67E+04,5-Chloro-2-([4-(2-naphthyloxy)butyl]sulfanyl)-4(3H)-pyrimidinone  #,46.29%,M5-4
21.1391,1.65E+04,"Glycine, N-(4-butylbenzoyl)-, nonyl ester",51.60%,M5-4
6.6034,1.63E+04,"2,2-Dimethyl-5-isopropyl-1,3-oxathiane",62.49%,M5-4
14.0594,1.61E+04,"Arabinofuranose, 1,2,3,5-tetrakis-O-(trimethylsilyl)-",52.19%,M5-4
20.3197,1.56E+04,p-Octadecyloxyaniline,72.20%,M5-4
20.5762,1.54E+04,"Benzoic acid, 2,6-bis(trimethylsiloxy)-, methyl ester",73.44%,M5-4
22.384,1.53E+04,"Rhodium, (ü5-2,4-cyclopentadien-1-yl)[(2,3,4,5-ü)-2,3,4,5-tetraphenyl-2,4-cyclopentadien-1-one]-",45.61%,M5-4
8.1703,1.53E+04,"Cyclohexasiloxane, dodecamethyl-",56.41%,M5-4
